relerr,RequestedTol,bp_0,bp_1,bp_2,bp_3,bp_4,maxvalue,minvalue,avgvalue,maxerror
0.9,13.59,12,11,8,7,5,7.064016,-7.989162,-0.013225,0.8010521
0.8,12.08,12,11,8,7,5,7.064016,-7.989162,-0.013225,0.8010521
0.7,10.57,12,11,8,7,5,7.064016,-7.989162,-0.013225,0.8010521
0.6,9.06,14,14,8,7,5,7.064016,-7.989162,-0.013225,0.8071828
0.5,7.55,14,14,9,8,5,7.064016,-7.989162,-0.013225,0.70679253
0.4,6.04,15,15,11,10,5,7.064016,-7.989162,-0.013225,0.722178
0.3,4.53,15,15,11,10,6,7.064016,-7.989162,-0.013225,0.3733685
0.2,3.02,16,16,12,11,6,7.064016,-7.989162,-0.013225,0.37253356
0.1,1.51,16,16,12,11,8,7.064016,-7.989162,-0.013225,0.09665632
0.09,1.359,16,16,12,11,8,7.064016,-7.989162,-0.013225,0.09665632
0.08,1.208,16,16,12,11,8,7.064016,-7.989162,-0.013225,0.09665632
0.07,1.057,16,16,12,11,8,7.064016,-7.989162,-0.013225,0.09665632
0.06,0.906,17,16,13,11,8,7.064016,-7.989162,-0.013225,0.097139835
0.05,0.755,18,18,14,13,8,7.064016,-7.989162,-0.013225,0.096498966
0.04,0.604,18,18,14,13,9,7.064016,-7.989162,-0.013225,0.049707085
0.03,0.453,18,18,14,13,9,7.064016,-7.989162,-0.013225,0.049707085
0.02,0.302,19,19,15,13,10,7.064016,-7.989162,-0.013225,0.024619997
0.01,0.151,20,20,16,14,11,7.064016,-7.989162,-0.013225,0.012840505
0.009,0.1359,20,20,16,14,11,7.064016,-7.989162,-0.013225,0.012840505
0.008,0.1208,20,20,16,14,11,7.064016,-7.989162,-0.013225,0.012840505
0.007,0.1057,20,20,16,15,11,7.064016,-7.989162,-0.013225,0.01218429
0.006,0.0906,22,22,18,17,11,7.064016,-7.989162,-0.013225,0.011992604
0.005,0.0755,22,22,18,17,12,7.064016,-7.989162,-0.013225,0.005840465
0.004,0.0604,22,22,18,17,12,7.064016,-7.989162,-0.013225,0.005840465
0.003,0.0453,23,23,19,18,12,7.064016,-7.989162,-0.013225,0.005657479
0.002,0.0302,23,23,19,18,13,7.064016,-7.989162,-0.013225,0.002961636
0.001,0.0151,23,23,19,18,14,7.064016,-7.989162,-0.013225,0.001561821
0.0009,0.01359,23,23,19,18,14,7.064016,-7.989162,-0.013225,0.001561821
0.0008,0.01208,24,24,20,19,14,7.064016,-7.989162,-0.013225,0.001617819
0.0007,0.01057,24,24,20,19,15,7.064016,-7.989162,-0.013225,0.000803173
0.0006,0.00906,24,24,20,19,15,7.064016,-7.989162,-0.013225,0.000803173
0.0005,0.00755,24,24,20,19,15,7.064016,-7.989162,-0.013225,0.000803173
0.0004,0.00604,25,25,21,20,15,7.064016,-7.989162,-0.013225,0.000772193
0.0003,0.00453,25,25,21,20,16,7.064016,-7.989162,-0.013225,0.000396803
0.0002,0.00302,26,26,22,21,16,7.064016,-7.989162,-0.013225,0.000374019
0.0001,0.00151,27,27,23,21,18,7.064016,-7.989162,-0.013225,9.64E-05
9.00E-05,0.001359,27,27,23,21,18,7.064016,-7.989162,-0.013225,9.64E-05
8.00E-05,0.001208,27,27,23,21,18,7.064016,-7.989162,-0.013225,9.64E-05
7.00E-05,0.001057,27,27,23,21,18,7.064016,-7.989162,-0.013225,9.64E-05
6.00E-05,0.000906,27,27,23,21,18,7.064016,-7.989162,-0.013225,9.64E-05
5.00E-05,0.000755,28,28,24,23,18,7.064016,-7.989162,-0.013225,9.13E-05
4.00E-05,0.000604,28,28,24,23,19,7.064016,-7.989162,-0.013225,4.59E-05
3.00E-05,0.000453,28,28,24,23,19,7.064016,-7.989162,-0.013225,4.59E-05
2.00E-05,0.000302,29,29,25,23,20,7.064016,-7.989162,-0.013225,2.40E-05
1.00E-05,0.000151,30,30,26,24,21,7.064016,-7.989162,-0.013225,1.22E-05
9.00E-06,0.0001359,30,30,26,24,21,7.064016,-7.989162,-0.013225,1.22E-05
8.00E-06,0.0001208,30,30,26,24,21,7.064016,-7.989162,-0.013225,1.22E-05
7.00E-06,0.0001057,30,30,26,25,21,7.064016,-7.989162,-0.013225,1.19E-05
6.00E-06,9.06E-05,32,32,28,27,21,7.064016,-7.989162,-0.013225,1.14E-05
5.00E-06,7.55E-05,32,32,28,27,22,7.064016,-7.989162,-0.013225,7.63E-06
4.00E-06,6.04E-05,32,32,28,27,22,7.064016,-7.989162,-0.013225,7.63E-06
3.00E-06,4.53E-05,32,32,30,27,22,7.064016,-7.989162,-0.013225,7.63E-06
2.00E-06,3.02E-05,32,32,30,27,23,7.064016,-7.989162,-0.013225,4.77E-06
1.00E-06,1.51E-05,32,32,30,27,24,7.064016,-7.989162,-0.013225,4.77E-06
9.00E-07,1.36E-05,32,32,30,27,24,7.064016,-7.989162,-0.013225,4.77E-06
8.00E-07,1.21E-05,32,32,30,29,24,7.064016,-7.989162,-0.013225,4.77E-06
7.00E-07,1.06E-05,32,32,30,29,25,7.064016,-7.989162,-0.013225,4.29E-06
6.00E-07,9.06E-06,32,32,30,29,25,7.064016,-7.989162,-0.013225,4.29E-06
5.00E-07,7.55E-06,32,32,30,29,25,7.064016,-7.989162,-0.013225,4.29E-06
4.00E-07,6.04E-06,32,32,32,29,25,7.064016,-7.989162,-0.013225,4.29E-06
3.00E-07,4.53E-06,32,32,32,29,26,7.064016,-7.989162,-0.013225,4.29E-06
2.00E-07,3.02E-06,32,32,32,31,26,7.064016,-7.989162,-0.013225,4.29E-06
1.00E-07,1.51E-06,32,32,32,31,28,7.064016,-7.989162,-0.013225,4.29E-06
9.00E-08,1.36E-06,32,32,32,31,28,7.064016,-7.989162,-0.013225,4.29E-06
8.00E-08,1.21E-06,32,32,32,31,28,7.064016,-7.989162,-0.013225,4.29E-06
7.00E-08,1.06E-06,32,32,32,31,28,7.064016,-7.989162,-0.013225,4.29E-06
6.00E-08,9.06E-07,32,32,32,31,28,7.064016,-7.989162,-0.013225,4.29E-06
5.00E-08,7.55E-07,32,32,32,32,28,7.064016,-7.989162,-0.013225,4.29E-06
4.00E-08,6.04E-07,32,32,32,32,29,7.064016,-7.989162,-0.013225,4.29E-06
3.00E-08,4.53E-07,32,32,32,32,29,7.064016,-7.989162,-0.013225,4.29E-06
2.00E-08,3.02E-07,32,32,32,32,32,7.064016,-7.989162,-0.013225,4.29E-06
1.00E-08,1.51E-07,32,32,32,32,32,7.064016,-7.989162,-0.013225,4.29E-06
9.00E-09,1.36E-07,32,32,32,32,32,7.064016,-7.989162,-0.013225,4.29E-06
8.00E-09,1.21E-07,32,32,32,32,32,7.064016,-7.989162,-0.013225,4.29E-06
7.00E-09,1.06E-07,32,32,32,32,32,7.064016,-7.989162,-0.013225,4.29E-06
6.00E-09,9.06E-08,32,32,32,32,32,7.064016,-7.989162,-0.013225,4.29E-06
5.00E-09,7.55E-08,32,32,32,32,32,7.064016,-7.989162,-0.013225,4.29E-06
4.00E-09,6.04E-08,32,32,32,32,32,7.064016,-7.989162,-0.013225,4.29E-06
3.00E-09,4.53E-08,32,32,32,32,32,7.064016,-7.989162,-0.013225,4.29E-06
2.00E-09,3.02E-08,32,32,32,32,32,7.064016,-7.989162,-0.013225,4.29E-06
1.00E-09,1.51E-08,32,32,32,32,32,7.064016,-7.989162,-0.013225,4.29E-06
0.9,13.59,11,11,8,7,4,6.74256,-6.648087,0.003546,0.81699187
0.8,12.08,11,11,8,7,4,6.74256,-6.648087,0.003546,0.81699187
0.7,10.57,11,11,8,7,4,6.74256,-6.648087,0.003546,0.81699187
0.6,9.06,13,13,8,7,4,6.74256,-6.648087,0.003546,0.81777364
0.5,7.55,13,13,9,8,4,6.74256,-6.648087,0.003546,0.76327956
0.4,6.04,14,14,11,10,4,6.74256,-6.648087,0.003546,0.7669543
0.3,4.53,14,14,11,10,5,6.74256,-6.648087,0.003546,0.37840676
0.2,3.02,15,15,12,11,5,6.74256,-6.648087,0.003546,0.3757876
0.1,1.51,16,15,13,11,7,6.74256,-6.648087,0.003546,0.09712756
0.09,1.359,16,15,13,11,7,6.74256,-6.648087,0.003546,0.09712756
0.08,1.208,16,15,13,11,7,6.74256,-6.648087,0.003546,0.09712756
0.07,1.057,16,15,13,11,7,6.74256,-6.648087,0.003546,0.09712756
0.06,0.906,16,15,13,11,7,6.74256,-6.648087,0.003546,0.09712756
0.05,0.755,17,17,14,13,7,6.74256,-6.648087,0.003546,0.09940207
0.04,0.604,17,17,14,13,8,6.74256,-6.648087,0.003546,0.04719536
0.03,0.453,17,17,14,13,8,6.74256,-6.648087,0.003546,0.04719536
0.02,0.302,18,18,15,13,9,6.74256,-6.648087,0.003546,0.024862766
0.01,0.151,19,19,16,14,10,6.74256,-6.648087,0.003546,0.013010502
0.009,0.1359,19,19,16,14,10,6.74256,-6.648087,0.003546,0.013010502
0.008,0.1208,19,19,16,14,10,6.74256,-6.648087,0.003546,0.013010502
0.007,0.1057,19,19,16,15,10,6.74256,-6.648087,0.003546,0.013569653
0.006,0.0906,21,21,18,17,10,6.74256,-6.648087,0.003546,0.013285935
0.005,0.0755,21,21,18,17,11,6.74256,-6.648087,0.003546,0.006030589
0.004,0.0604,21,21,18,17,11,6.74256,-6.648087,0.003546,0.006030589
0.003,0.0453,22,22,19,18,11,6.74256,-6.648087,0.003546,0.005821973
0.002,0.0302,22,22,19,18,12,6.74256,-6.648087,0.003546,0.00314761
0.001,0.0151,22,22,19,18,13,6.74256,-6.648087,0.003546,0.001538467
0.0009,0.01359,22,22,19,18,13,6.74256,-6.648087,0.003546,0.001538467
0.0008,0.01208,23,23,20,19,13,6.74256,-6.648087,0.003546,0.001486331
0.0007,0.01057,23,23,20,19,14,6.74256,-6.648087,0.003546,0.000824004
0.0006,0.00906,23,23,20,19,14,6.74256,-6.648087,0.003546,0.000824004
0.0005,0.00755,23,23,20,19,14,6.74256,-6.648087,0.003546,0.000824004
0.0004,0.00604,24,24,21,20,14,6.74256,-6.648087,0.003546,0.000794649
0.0003,0.00453,24,24,21,20,15,6.74256,-6.648087,0.003546,0.000375431
0.0002,0.00302,25,25,22,21,15,6.74256,-6.648087,0.003546,0.000373624
0.0001,0.00151,26,26,23,21,17,6.74256,-6.648087,0.003546,9.94E-05
9.00E-05,0.001359,26,26,23,21,17,6.74256,-6.648087,0.003546,9.94E-05
8.00E-05,0.001208,26,26,23,21,17,6.74256,-6.648087,0.003546,9.94E-05
7.00E-05,0.001057,26,26,23,21,17,6.74256,-6.648087,0.003546,9.94E-05
6.00E-05,0.000906,26,26,23,21,17,6.74256,-6.648087,0.003546,9.94E-05
5.00E-05,0.000755,27,27,24,23,17,6.74256,-6.648087,0.003546,9.08E-05
4.00E-05,0.000604,27,27,24,23,18,6.74256,-6.648087,0.003546,5.03E-05
3.00E-05,0.000453,27,27,24,23,18,6.74256,-6.648087,0.003546,5.03E-05
2.00E-05,0.000302,28,28,25,23,19,6.74256,-6.648087,0.003546,2.39E-05
1.00E-05,0.000151,29,29,26,24,20,6.74256,-6.648087,0.003546,1.29E-05
9.00E-06,0.0001359,29,29,26,24,20,6.74256,-6.648087,0.003546,1.29E-05
8.00E-06,0.0001208,29,29,26,24,20,6.74256,-6.648087,0.003546,1.29E-05
7.00E-06,0.0001057,29,29,26,25,20,6.74256,-6.648087,0.003546,1.25E-05
6.00E-06,9.06E-05,31,31,28,27,20,6.74256,-6.648087,0.003546,1.23E-05
5.00E-06,7.55E-05,31,31,28,27,21,6.74256,-6.648087,0.003546,6.20E-06
4.00E-06,6.04E-05,31,31,28,27,21,6.74256,-6.648087,0.003546,6.20E-06
3.00E-06,4.53E-05,32,32,30,27,21,6.74256,-6.648087,0.003546,6.20E-06
2.00E-06,3.02E-05,32,32,30,27,22,6.74256,-6.648087,0.003546,4.77E-06
1.00E-06,1.51E-05,32,32,30,27,23,6.74256,-6.648087,0.003546,4.29E-06
9.00E-07,1.36E-05,32,32,30,27,23,6.74256,-6.648087,0.003546,4.29E-06
8.00E-07,1.21E-05,32,32,30,29,23,6.74256,-6.648087,0.003546,4.29E-06
7.00E-07,1.06E-05,32,32,30,29,24,6.74256,-6.648087,0.003546,3.81E-06
6.00E-07,9.06E-06,32,32,30,29,24,6.74256,-6.648087,0.003546,3.81E-06
5.00E-07,7.55E-06,32,32,30,29,24,6.74256,-6.648087,0.003546,3.81E-06
4.00E-07,6.04E-06,32,32,32,29,24,6.74256,-6.648087,0.003546,3.81E-06
3.00E-07,4.53E-06,32,32,32,29,25,6.74256,-6.648087,0.003546,3.81E-06
2.00E-07,3.02E-06,32,32,32,31,25,6.74256,-6.648087,0.003546,3.81E-06
1.00E-07,1.51E-06,32,32,32,31,27,6.74256,-6.648087,0.003546,3.81E-06
9.00E-08,1.36E-06,32,32,32,31,27,6.74256,-6.648087,0.003546,3.81E-06
8.00E-08,1.21E-06,32,32,32,31,27,6.74256,-6.648087,0.003546,3.81E-06
7.00E-08,1.06E-06,32,32,32,31,27,6.74256,-6.648087,0.003546,3.81E-06
6.00E-08,9.06E-07,32,32,32,31,27,6.74256,-6.648087,0.003546,3.81E-06
5.00E-08,7.55E-07,32,32,32,32,27,6.74256,-6.648087,0.003546,3.81E-06
4.00E-08,6.04E-07,32,32,32,32,28,6.74256,-6.648087,0.003546,3.81E-06
3.00E-08,4.53E-07,32,32,32,32,28,6.74256,-6.648087,0.003546,3.81E-06
2.00E-08,3.02E-07,32,32,32,32,30,6.74256,-6.648087,0.003546,3.81E-06
1.00E-08,1.51E-07,32,32,32,32,30,6.74256,-6.648087,0.003546,3.81E-06
9.00E-09,1.36E-07,32,32,32,32,30,6.74256,-6.648087,0.003546,3.81E-06
8.00E-09,1.21E-07,32,32,32,32,30,6.74256,-6.648087,0.003546,3.81E-06
7.00E-09,1.06E-07,32,32,32,32,30,6.74256,-6.648087,0.003546,3.81E-06
6.00E-09,9.06E-08,32,32,32,32,30,6.74256,-6.648087,0.003546,3.81E-06
5.00E-09,7.55E-08,32,32,32,32,32,6.74256,-6.648087,0.003546,3.81E-06
4.00E-09,6.04E-08,32,32,32,32,32,6.74256,-6.648087,0.003546,3.81E-06
3.00E-09,4.53E-08,32,32,32,32,32,6.74256,-6.648087,0.003546,3.81E-06
2.00E-09,3.02E-08,32,32,32,32,32,6.74256,-6.648087,0.003546,3.81E-06
1.00E-09,1.51E-08,32,32,32,32,32,6.74256,-6.648087,0.003546,3.81E-06
0.9,13.59,12,11,9,7,4,7.707983,-5.79502,-0.003764,0.90588164
0.8,12.08,12,11,9,7,4,7.707983,-5.79502,-0.003764,0.90588164
0.7,10.57,12,11,9,7,4,7.707983,-5.79502,-0.003764,0.90588164
0.6,9.06,14,13,9,7,4,7.707983,-5.79502,-0.003764,0.9054117
0.5,7.55,14,13,10,8,4,7.707983,-5.79502,-0.003764,0.7808051
0.4,6.04,15,14,12,10,4,7.707983,-5.79502,-0.003764,0.75304866
0.3,4.53,15,14,12,10,5,7.707983,-5.79502,-0.003764,0.38299012
0.2,3.02,16,15,13,11,5,7.707983,-5.79502,-0.003764,0.38968325
0.1,1.51,17,15,14,11,7,7.707983,-5.79502,-0.003764,0.1036644
0.09,1.359,17,15,14,11,7,7.707983,-5.79502,-0.003764,0.1036644
0.08,1.208,17,15,14,11,7,7.707983,-5.79502,-0.003764,0.1036644
0.07,1.057,17,15,14,11,7,7.707983,-5.79502,-0.003764,0.1036644
0.06,0.906,17,15,14,11,7,7.707983,-5.79502,-0.003764,0.1036644
0.05,0.755,18,17,15,13,7,7.707983,-5.79502,-0.003764,0.09502709
0.04,0.604,18,17,15,13,8,7.707983,-5.79502,-0.003764,0.047528252
0.03,0.453,18,17,15,13,8,7.707983,-5.79502,-0.003764,0.047528252
0.02,0.302,19,18,16,13,9,7.707983,-5.79502,-0.003764,0.026078463
0.01,0.151,20,19,17,14,10,7.707983,-5.79502,-0.003764,0.012531161
0.009,0.1359,20,19,17,14,10,7.707983,-5.79502,-0.003764,0.012531161
0.008,0.1208,20,19,17,14,10,7.707983,-5.79502,-0.003764,0.012531161
0.007,0.1057,20,19,17,15,10,7.707983,-5.79502,-0.003764,0.012092054
0.006,0.0906,22,21,19,17,10,7.707983,-5.79502,-0.003764,0.011910029
0.005,0.0755,22,21,19,17,11,7.707983,-5.79502,-0.003764,0.00621438
0.004,0.0604,22,21,19,17,11,7.707983,-5.79502,-0.003764,0.00621438
0.003,0.0453,23,22,20,18,11,7.707983,-5.79502,-0.003764,0.006193221
0.002,0.0302,23,22,20,18,12,7.707983,-5.79502,-0.003764,0.003058106
0.001,0.0151,23,22,20,18,13,7.707983,-5.79502,-0.003764,0.001524299
0.0009,0.01359,23,22,20,18,13,7.707983,-5.79502,-0.003764,0.001524299
0.0008,0.01208,24,23,21,19,13,7.707983,-5.79502,-0.003764,0.001534343
0.0007,0.01057,24,23,21,19,14,7.707983,-5.79502,-0.003764,0.000785276
0.0006,0.00906,24,23,21,19,14,7.707983,-5.79502,-0.003764,0.000785276
0.0005,0.00755,24,23,21,19,14,7.707983,-5.79502,-0.003764,0.000785276
0.0004,0.00604,25,24,22,20,14,7.707983,-5.79502,-0.003764,0.000775337
0.0003,0.00453,25,24,22,20,15,7.707983,-5.79502,-0.003764,0.00036487
0.0002,0.00302,26,25,23,21,15,7.707983,-5.79502,-0.003764,0.00036794
0.0001,0.00151,27,26,24,21,17,7.707983,-5.79502,-0.003764,9.68E-05
9.00E-05,0.001359,27,26,24,21,17,7.707983,-5.79502,-0.003764,9.68E-05
8.00E-05,0.001208,27,26,24,21,17,7.707983,-5.79502,-0.003764,9.68E-05
7.00E-05,0.001057,27,26,24,21,17,7.707983,-5.79502,-0.003764,9.68E-05
6.00E-05,0.000906,27,26,24,21,17,7.707983,-5.79502,-0.003764,9.68E-05
5.00E-05,0.000755,28,27,25,23,17,7.707983,-5.79502,-0.003764,9.80E-05
4.00E-05,0.000604,28,27,25,23,18,7.707983,-5.79502,-0.003764,4.74E-05
3.00E-05,0.000453,28,27,25,23,18,7.707983,-5.79502,-0.003764,4.74E-05
2.00E-05,0.000302,29,28,26,23,19,7.707983,-5.79502,-0.003764,2.57E-05
1.00E-05,0.000151,30,29,27,24,20,7.707983,-5.79502,-0.003764,1.24E-05
9.00E-06,0.0001359,30,29,27,24,20,7.707983,-5.79502,-0.003764,1.24E-05
8.00E-06,0.0001208,30,29,27,24,20,7.707983,-5.79502,-0.003764,1.24E-05
7.00E-06,0.0001057,30,29,27,25,20,7.707983,-5.79502,-0.003764,1.31E-05
6.00E-06,9.06E-05,32,31,29,27,20,7.707983,-5.79502,-0.003764,1.24E-05
5.00E-06,7.55E-05,32,31,29,27,21,7.707983,-5.79502,-0.003764,6.44E-06
4.00E-06,6.04E-05,32,31,29,27,21,7.707983,-5.79502,-0.003764,6.44E-06
3.00E-06,4.53E-05,32,32,31,27,21,7.707983,-5.79502,-0.003764,6.44E-06
2.00E-06,3.02E-05,32,32,31,27,22,7.707983,-5.79502,-0.003764,4.77E-06
1.00E-06,1.51E-05,32,32,31,27,23,7.707983,-5.79502,-0.003764,3.81E-06
9.00E-07,1.36E-05,32,32,31,27,23,7.707983,-5.79502,-0.003764,3.81E-06
8.00E-07,1.21E-05,32,32,31,29,23,7.707983,-5.79502,-0.003764,3.81E-06
7.00E-07,1.06E-05,32,32,31,29,24,7.707983,-5.79502,-0.003764,3.34E-06
6.00E-07,9.06E-06,32,32,31,29,24,7.707983,-5.79502,-0.003764,3.34E-06
5.00E-07,7.55E-06,32,32,31,29,24,7.707983,-5.79502,-0.003764,3.34E-06
4.00E-07,6.04E-06,32,32,32,29,24,7.707983,-5.79502,-0.003764,3.34E-06
3.00E-07,4.53E-06,32,32,32,29,25,7.707983,-5.79502,-0.003764,3.34E-06
2.00E-07,3.02E-06,32,32,32,31,25,7.707983,-5.79502,-0.003764,3.34E-06
1.00E-07,1.51E-06,32,32,32,31,27,7.707983,-5.79502,-0.003764,3.34E-06
9.00E-08,1.36E-06,32,32,32,31,27,7.707983,-5.79502,-0.003764,3.34E-06
8.00E-08,1.21E-06,32,32,32,31,27,7.707983,-5.79502,-0.003764,3.34E-06
7.00E-08,1.06E-06,32,32,32,31,27,7.707983,-5.79502,-0.003764,3.34E-06
6.00E-08,9.06E-07,32,32,32,31,27,7.707983,-5.79502,-0.003764,3.34E-06
5.00E-08,7.55E-07,32,32,32,32,27,7.707983,-5.79502,-0.003764,3.34E-06
4.00E-08,6.04E-07,32,32,32,32,28,7.707983,-5.79502,-0.003764,3.34E-06
3.00E-08,4.53E-07,32,32,32,32,28,7.707983,-5.79502,-0.003764,3.34E-06
2.00E-08,3.02E-07,32,32,32,32,31,7.707983,-5.79502,-0.003764,3.34E-06
1.00E-08,1.51E-07,32,32,32,32,31,7.707983,-5.79502,-0.003764,3.34E-06
9.00E-09,1.36E-07,32,32,32,32,31,7.707983,-5.79502,-0.003764,3.34E-06
8.00E-09,1.21E-07,32,32,32,32,31,7.707983,-5.79502,-0.003764,3.34E-06
7.00E-09,1.06E-07,32,32,32,32,31,7.707983,-5.79502,-0.003764,3.34E-06
6.00E-09,9.06E-08,32,32,32,32,31,7.707983,-5.79502,-0.003764,3.34E-06
5.00E-09,7.55E-08,32,32,32,32,31,7.707983,-5.79502,-0.003764,3.34E-06
4.00E-09,6.04E-08,32,32,32,32,31,7.707983,-5.79502,-0.003764,3.34E-06
3.00E-09,4.53E-08,32,32,32,32,31,7.707983,-5.79502,-0.003764,3.34E-06
2.00E-09,3.02E-08,32,32,32,32,32,7.707983,-5.79502,-0.003764,3.34E-06
1.00E-09,1.51E-08,32,32,32,32,32,7.707983,-5.79502,-0.003764,3.34E-06
0.9,13.59,11,11,9,7,4,7.099936,-6.952792,-0.003007,0.81725967
0.8,12.08,11,11,9,7,4,7.099936,-6.952792,-0.003007,0.81725967
0.7,10.57,11,11,9,7,4,7.099936,-6.952792,-0.003007,0.81725967
0.6,9.06,13,13,9,7,4,7.099936,-6.952792,-0.003007,0.81696737
0.5,7.55,13,13,10,8,4,7.099936,-6.952792,-0.003007,0.7382152
0.4,6.04,14,14,12,10,4,7.099936,-6.952792,-0.003007,0.71868336
0.3,4.53,14,14,12,10,5,7.099936,-6.952792,-0.003007,0.41114342
0.2,3.02,15,15,13,11,5,7.099936,-6.952792,-0.003007,0.40919864
0.1,1.51,16,15,14,11,7,7.099936,-6.952792,-0.003007,0.10114694
0.09,1.359,16,15,14,11,7,7.099936,-6.952792,-0.003007,0.10114694
0.08,1.208,16,15,14,11,7,7.099936,-6.952792,-0.003007,0.10114694
0.07,1.057,16,15,14,11,7,7.099936,-6.952792,-0.003007,0.10114694
0.06,0.906,16,15,14,11,7,7.099936,-6.952792,-0.003007,0.10114694
0.05,0.755,17,17,15,13,7,7.099936,-6.952792,-0.003007,0.09594083
0.04,0.604,17,17,15,13,8,7.099936,-6.952792,-0.003007,0.05044067
0.03,0.453,17,17,15,13,8,7.099936,-6.952792,-0.003007,0.05044067
0.02,0.302,18,18,16,13,9,7.099936,-6.952792,-0.003007,0.02338159
0.01,0.151,19,19,17,14,10,7.099936,-6.952792,-0.003007,0.011903197
0.009,0.1359,19,19,17,14,10,7.099936,-6.952792,-0.003007,0.011903197
0.008,0.1208,19,19,17,14,10,7.099936,-6.952792,-0.003007,0.011903197
0.007,0.1057,19,19,17,15,10,7.099936,-6.952792,-0.003007,0.012150705
0.006,0.0906,21,21,19,17,10,7.099936,-6.952792,-0.003007,0.012298882
0.005,0.0755,21,21,19,17,11,7.099936,-6.952792,-0.003007,0.007113695
0.004,0.0604,21,21,19,17,11,7.099936,-6.952792,-0.003007,0.007113695
0.003,0.0453,22,22,20,18,11,7.099936,-6.952792,-0.003007,0.007114649
0.002,0.0302,22,22,20,18,12,7.099936,-6.952792,-0.003007,0.003117085
0.001,0.0151,22,22,20,18,13,7.099936,-6.952792,-0.003007,0.001520395
0.0009,0.01359,22,22,20,18,13,7.099936,-6.952792,-0.003007,0.001520395
0.0008,0.01208,23,23,21,19,13,7.099936,-6.952792,-0.003007,0.001469106
0.0007,0.01057,23,23,21,19,14,7.099936,-6.952792,-0.003007,0.000744939
0.0006,0.00906,23,23,21,19,14,7.099936,-6.952792,-0.003007,0.000744939
0.0005,0.00755,23,23,21,19,14,7.099936,-6.952792,-0.003007,0.000744939
0.0004,0.00604,24,24,22,20,14,7.099936,-6.952792,-0.003007,0.000710428
0.0003,0.00453,24,24,22,20,15,7.099936,-6.952792,-0.003007,0.000372171
0.0002,0.00302,25,25,23,21,15,7.099936,-6.952792,-0.003007,0.00036497
0.0001,0.00151,26,26,24,21,17,7.099936,-6.952792,-0.003007,9.42E-05
9.00E-05,0.001359,26,26,24,21,17,7.099936,-6.952792,-0.003007,9.42E-05
8.00E-05,0.001208,26,26,24,21,17,7.099936,-6.952792,-0.003007,9.42E-05
7.00E-05,0.001057,26,26,24,21,17,7.099936,-6.952792,-0.003007,9.42E-05
6.00E-05,0.000906,26,26,24,21,17,7.099936,-6.952792,-0.003007,9.42E-05
5.00E-05,0.000755,27,27,25,23,17,7.099936,-6.952792,-0.003007,9.71E-05
4.00E-05,0.000604,27,27,25,23,18,7.099936,-6.952792,-0.003007,4.92E-05
3.00E-05,0.000453,27,27,25,23,18,7.099936,-6.952792,-0.003007,4.92E-05
2.00E-05,0.000302,28,28,26,23,19,7.099936,-6.952792,-0.003007,2.61E-05
1.00E-05,0.000151,29,29,27,24,20,7.099936,-6.952792,-0.003007,1.31E-05
9.00E-06,0.0001359,29,29,27,24,20,7.099936,-6.952792,-0.003007,1.31E-05
8.00E-06,0.0001208,29,29,27,24,20,7.099936,-6.952792,-0.003007,1.31E-05
7.00E-06,0.0001057,29,29,27,25,20,7.099936,-6.952792,-0.003007,1.44E-05
6.00E-06,9.06E-05,31,31,29,27,20,7.099936,-6.952792,-0.003007,1.40E-05
5.00E-06,7.55E-05,31,31,29,27,21,7.099936,-6.952792,-0.003007,6.20E-06
4.00E-06,6.04E-05,31,31,29,27,21,7.099936,-6.952792,-0.003007,6.20E-06
3.00E-06,4.53E-05,32,32,31,27,21,7.099936,-6.952792,-0.003007,6.20E-06
2.00E-06,3.02E-05,32,32,31,27,22,7.099936,-6.952792,-0.003007,3.81E-06
1.00E-06,1.51E-05,32,32,31,27,23,7.099936,-6.952792,-0.003007,3.34E-06
9.00E-07,1.36E-05,32,32,31,27,23,7.099936,-6.952792,-0.003007,3.34E-06
8.00E-07,1.21E-05,32,32,31,29,23,7.099936,-6.952792,-0.003007,3.34E-06
7.00E-07,1.06E-05,32,32,31,29,24,7.099936,-6.952792,-0.003007,3.34E-06
6.00E-07,9.06E-06,32,32,31,29,24,7.099936,-6.952792,-0.003007,3.34E-06
5.00E-07,7.55E-06,32,32,31,29,24,7.099936,-6.952792,-0.003007,3.34E-06
4.00E-07,6.04E-06,32,32,32,29,24,7.099936,-6.952792,-0.003007,3.34E-06
3.00E-07,4.53E-06,32,32,32,29,25,7.099936,-6.952792,-0.003007,2.86E-06
2.00E-07,3.02E-06,32,32,32,31,25,7.099936,-6.952792,-0.003007,2.86E-06
1.00E-07,1.51E-06,32,32,32,31,27,7.099936,-6.952792,-0.003007,2.86E-06
9.00E-08,1.36E-06,32,32,32,31,27,7.099936,-6.952792,-0.003007,2.86E-06
8.00E-08,1.21E-06,32,32,32,31,27,7.099936,-6.952792,-0.003007,2.86E-06
7.00E-08,1.06E-06,32,32,32,31,27,7.099936,-6.952792,-0.003007,2.86E-06
6.00E-08,9.06E-07,32,32,32,31,27,7.099936,-6.952792,-0.003007,2.86E-06
5.00E-08,7.55E-07,32,32,32,32,27,7.099936,-6.952792,-0.003007,2.86E-06
4.00E-08,6.04E-07,32,32,32,32,28,7.099936,-6.952792,-0.003007,2.86E-06
