relerr,RequestedTol,bp_0,bp_1,bp_2,bp_3,bp_4,maxvalue,minvalue,avgvalue,maxerror
3.00E-05,175200,1,0,0,0,0,0,0,0,4.53E-08
2.00E-05,116800,1,0,0,0,0,0,0,0,4.53E-08
1.00E-05,58400,1,0,0,0,0,0,0,0,4.53E-08
9.00E-06,52560,1,0,0,0,0,0,0,0,4.53E-08
8.00E-06,46720,1,0,0,0,0,0,0,0,4.53E-08
7.00E-06,40880,1,0,0,0,0,0,0,0,4.53E-08
6.00E-06,35040,1,0,0,0,0,0,0,0,4.53E-08
5.00E-06,29200,1,0,0,0,0,0,0,0,4.53E-08
4.00E-06,23360,1,0,0,0,0,0,0,0,4.53E-08
3.00E-06,17520,1,0,0,0,0,0,0,0,4.53E-08
2.00E-06,11680,1,0,0,0,0,0,0,0,4.53E-08
1.00E-06,5840,1,0,0,0,0,0,0,0,4.53E-08
9.00E-07,5256,1,0,0,0,0,0,0,0,4.53E-08
8.00E-07,4672,1,0,0,0,0,0,0,0,4.53E-08
7.00E-07,4088,1,0,0,0,0,0,0,0,4.53E-08
6.00E-07,3504,1,0,0,0,0,0,0,0,4.53E-08
5.00E-07,2920,1,0,0,0,0,0,0,0,4.53E-08
4.00E-07,2336,1,0,0,0,0,0,0,0,4.53E-08
3.00E-07,1752,1,0,0,0,0,0,0,0,4.53E-08
2.00E-07,1168,1,0,0,0,0,0,0,0,4.53E-08
1.00E-07,584,1,0,0,0,0,0,0,0,4.53E-08
9.00E-08,525.6,1,0,0,0,0,0,0,0,4.53E-08
8.00E-08,467.2,1,0,0,0,0,0,0,0,4.53E-08
7.00E-08,408.8,1,0,0,0,0,0,0,0,4.53E-08
6.00E-08,350.4,1,0,0,0,0,0,0,0,4.53E-08
5.00E-08,292,1,0,0,0,0,0,0,0,4.53E-08
4.00E-08,233.6,1,0,0,0,0,0,0,0,4.53E-08
3.00E-08,175.2,1,0,0,0,0,0,0,0,4.53E-08
2.00E-08,116.8,1,0,0,0,0,0,0,0,4.53E-08
1.00E-08,58.4,1,0,0,0,0,0,0,0,4.53E-08
9.00E-09,52.56,1,0,0,0,0,0,0,0,4.53E-08
8.00E-09,46.72,1,0,0,0,0,0,0,0,4.53E-08
7.00E-09,40.88,1,0,0,0,0,0,0,0,4.53E-08
6.00E-09,35.04,1,0,0,0,0,0,0,0,4.53E-08
5.00E-09,29.2,1,0,0,0,0,0,0,0,4.53E-08
4.00E-09,23.36,1,0,0,0,0,0,0,0,4.53E-08
3.00E-09,17.52,1,0,0,0,0,0,0,0,4.53E-08
2.00E-09,11.68,1,0,0,0,0,0,0,0,4.53E-08
1.00E-09,5.84,1,0,0,0,0,0,0,0,4.53E-08
0.9,5256000000,1,0,0,0,0,0,0,0,4.51E-08
0.8,4672000000,1,0,0,0,0,0,0,0,4.51E-08
0.7,4088000000,1,0,0,0,0,0,0,0,4.51E-08
0.6,3504000000,1,0,0,0,0,0,0,0,4.51E-08
0.5,2920000000,1,0,0,0,0,0,0,0,4.51E-08
0.4,2336000000,1,0,0,0,0,0,0,0,4.51E-08
0.3,1752000000,1,0,0,0,0,0,0,0,4.51E-08
0.2,1168000000,1,0,0,0,0,0,0,0,4.51E-08
0.1,584000000,1,0,0,0,0,0,0,0,4.51E-08
0.09,525600000,1,0,0,0,0,0,0,0,4.51E-08
0.08,467200000,1,0,0,0,0,0,0,0,4.51E-08
0.07,408800000,1,0,0,0,0,0,0,0,4.51E-08
0.06,350400000,1,0,0,0,0,0,0,0,4.51E-08
0.05,292000000,1,0,0,0,0,0,0,0,4.51E-08
0.04,233600000,1,0,0,0,0,0,0,0,4.51E-08
0.03,175200000,1,0,0,0,0,0,0,0,4.51E-08
0.02,116800000,1,0,0,0,0,0,0,0,4.51E-08
0.01,58400000,1,0,0,0,0,0,0,0,4.51E-08
0.009,52560000,1,0,0,0,0,0,0,0,4.51E-08
0.008,46720000,1,0,0,0,0,0,0,0,4.51E-08
0.007,40880000,1,0,0,0,0,0,0,0,4.51E-08
0.006,35040000,1,0,0,0,0,0,0,0,4.51E-08
0.005,29200000,1,0,0,0,0,0,0,0,4.51E-08
0.004,23360000,1,0,0,0,0,0,0,0,4.51E-08
0.003,17520000,1,0,0,0,0,0,0,0,4.51E-08
0.002,11680000,1,0,0,0,0,0,0,0,4.51E-08
0.001,5840000,1,0,0,0,0,0,0,0,4.51E-08
0.0009,5256000,1,0,0,0,0,0,0,0,4.51E-08
0.0008,4672000,1,0,0,0,0,0,0,0,4.51E-08
0.0007,4088000,1,0,0,0,0,0,0,0,4.51E-08
0.0006,3504000,1,0,0,0,0,0,0,0,4.51E-08
0.0005,2920000,1,0,0,0,0,0,0,0,4.51E-08
0.0004,2336000,1,0,0,0,0,0,0,0,4.51E-08
0.0003,1752000,1,0,0,0,0,0,0,0,4.51E-08
0.0002,1168000,1,0,0,0,0,0,0,0,4.51E-08
0.0001,584000,1,0,0,0,0,0,0,0,4.51E-08
9.00E-05,525600,1,0,0,0,0,0,0,0,4.51E-08
8.00E-05,467200,1,0,0,0,0,0,0,0,4.51E-08
7.00E-05,408800,1,0,0,0,0,0,0,0,4.51E-08
6.00E-05,350400,1,0,0,0,0,0,0,0,4.51E-08
5.00E-05,292000,1,0,0,0,0,0,0,0,4.51E-08
4.00E-05,233600,1,0,0,0,0,0,0,0,4.51E-08
3.00E-05,175200,1,0,0,0,0,0,0,0,4.51E-08
2.00E-05,116800,1,0,0,0,0,0,0,0,4.51E-08
1.00E-05,58400,1,0,0,0,0,0,0,0,4.51E-08
9.00E-06,52560,1,0,0,0,0,0,0,0,4.51E-08
8.00E-06,46720,1,0,0,0,0,0,0,0,4.51E-08
7.00E-06,40880,1,0,0,0,0,0,0,0,4.51E-08
6.00E-06,35040,1,0,0,0,0,0,0,0,4.51E-08
5.00E-06,29200,1,0,0,0,0,0,0,0,4.51E-08
4.00E-06,23360,1,0,0,0,0,0,0,0,4.51E-08
3.00E-06,17520,1,0,0,0,0,0,0,0,4.51E-08
2.00E-06,11680,1,0,0,0,0,0,0,0,4.51E-08
1.00E-06,5840,1,0,0,0,0,0,0,0,4.51E-08
9.00E-07,5256,1,0,0,0,0,0,0,0,4.51E-08
8.00E-07,4672,1,0,0,0,0,0,0,0,4.51E-08
7.00E-07,4088,1,0,0,0,0,0,0,0,4.51E-08
6.00E-07,3504,1,0,0,0,0,0,0,0,4.51E-08
5.00E-07,2920,1,0,0,0,0,0,0,0,4.51E-08
4.00E-07,2336,1,0,0,0,0,0,0,0,4.51E-08
3.00E-07,1752,1,0,0,0,0,0,0,0,4.51E-08
2.00E-07,1168,1,0,0,0,0,0,0,0,4.51E-08
1.00E-07,584,1,0,0,0,0,0,0,0,4.51E-08
9.00E-08,525.6,1,0,0,0,0,0,0,0,4.51E-08
8.00E-08,467.2,1,0,0,0,0,0,0,0,4.51E-08
7.00E-08,408.8,1,0,0,0,0,0,0,0,4.51E-08
6.00E-08,350.4,1,0,0,0,0,0,0,0,4.51E-08
5.00E-08,292,1,0,0,0,0,0,0,0,4.51E-08
4.00E-08,233.6,1,0,0,0,0,0,0,0,4.51E-08
3.00E-08,175.2,1,0,0,0,0,0,0,0,4.51E-08
2.00E-08,116.8,1,0,0,0,0,0,0,0,4.51E-08
1.00E-08,58.4,1,0,0,0,0,0,0,0,4.51E-08
9.00E-09,52.56,1,0,0,0,0,0,0,0,4.51E-08
8.00E-09,46.72,1,0,0,0,0,0,0,0,4.51E-08
7.00E-09,40.88,1,0,0,0,0,0,0,0,4.51E-08
6.00E-09,35.04,1,0,0,0,0,0,0,0,4.51E-08
5.00E-09,29.2,1,0,0,0,0,0,0,0,4.51E-08
4.00E-09,23.36,1,0,0,0,0,0,0,0,4.51E-08
3.00E-09,17.52,1,0,0,0,0,0,0,0,4.51E-08
2.00E-09,11.68,1,0,0,0,0,0,0,0,4.51E-08
1.00E-09,5.84,1,0,0,0,0,0,0,0,4.51E-08
0.9,5256000000,1,0,0,0,0,0,0,0,4.49E-08
0.8,4672000000,1,0,0,0,0,0,0,0,4.49E-08
0.7,4088000000,1,0,0,0,0,0,0,0,4.49E-08
0.6,3504000000,1,0,0,0,0,0,0,0,4.49E-08
0.5,2920000000,1,0,0,0,0,0,0,0,4.49E-08
0.4,2336000000,1,0,0,0,0,0,0,0,4.49E-08
0.3,1752000000,1,0,0,0,0,0,0,0,4.49E-08
0.2,1168000000,1,0,0,0,0,0,0,0,4.49E-08
0.1,584000000,1,0,0,0,0,0,0,0,4.49E-08
0.09,525600000,1,0,0,0,0,0,0,0,4.49E-08
0.08,467200000,1,0,0,0,0,0,0,0,4.49E-08
0.07,408800000,1,0,0,0,0,0,0,0,4.49E-08
0.06,350400000,1,0,0,0,0,0,0,0,4.49E-08
0.05,292000000,1,0,0,0,0,0,0,0,4.49E-08
0.04,233600000,1,0,0,0,0,0,0,0,4.49E-08
0.03,175200000,1,0,0,0,0,0,0,0,4.49E-08
0.02,116800000,1,0,0,0,0,0,0,0,4.49E-08
0.01,58400000,1,0,0,0,0,0,0,0,4.49E-08
0.009,52560000,1,0,0,0,0,0,0,0,4.49E-08
0.008,46720000,1,0,0,0,0,0,0,0,4.49E-08
0.007,40880000,1,0,0,0,0,0,0,0,4.49E-08
0.006,35040000,1,0,0,0,0,0,0,0,4.49E-08
0.005,29200000,1,0,0,0,0,0,0,0,4.49E-08
0.004,23360000,1,0,0,0,0,0,0,0,4.49E-08
0.003,17520000,1,0,0,0,0,0,0,0,4.49E-08
0.002,11680000,1,0,0,0,0,0,0,0,4.49E-08
0.001,5840000,1,0,0,0,0,0,0,0,4.49E-08
0.0009,5256000,1,0,0,0,0,0,0,0,4.49E-08
0.0008,4672000,1,0,0,0,0,0,0,0,4.49E-08
0.0007,4088000,1,0,0,0,0,0,0,0,4.49E-08
0.0006,3504000,1,0,0,0,0,0,0,0,4.49E-08
0.0005,2920000,1,0,0,0,0,0,0,0,4.49E-08
0.0004,2336000,1,0,0,0,0,0,0,0,4.49E-08
0.0003,1752000,1,0,0,0,0,0,0,0,4.49E-08
0.0002,1168000,1,0,0,0,0,0,0,0,4.49E-08
0.0001,584000,1,0,0,0,0,0,0,0,4.49E-08
9.00E-05,525600,1,0,0,0,0,0,0,0,4.49E-08
8.00E-05,467200,1,0,0,0,0,0,0,0,4.49E-08
7.00E-05,408800,1,0,0,0,0,0,0,0,4.49E-08
6.00E-05,350400,1,0,0,0,0,0,0,0,4.49E-08
5.00E-05,292000,1,0,0,0,0,0,0,0,4.49E-08
4.00E-05,233600,1,0,0,0,0,0,0,0,4.49E-08
3.00E-05,175200,1,0,0,0,0,0,0,0,4.49E-08
2.00E-05,116800,1,0,0,0,0,0,0,0,4.49E-08
1.00E-05,58400,1,0,0,0,0,0,0,0,4.49E-08
9.00E-06,52560,1,0,0,0,0,0,0,0,4.49E-08
8.00E-06,46720,1,0,0,0,0,0,0,0,4.49E-08
7.00E-06,40880,1,0,0,0,0,0,0,0,4.49E-08
6.00E-06,35040,1,0,0,0,0,0,0,0,4.49E-08
5.00E-06,29200,1,0,0,0,0,0,0,0,4.49E-08
4.00E-06,23360,1,0,0,0,0,0,0,0,4.49E-08
3.00E-06,17520,1,0,0,0,0,0,0,0,4.49E-08
2.00E-06,11680,1,0,0,0,0,0,0,0,4.49E-08
1.00E-06,5840,1,0,0,0,0,0,0,0,4.49E-08
9.00E-07,5256,1,0,0,0,0,0,0,0,4.49E-08
8.00E-07,4672,1,0,0,0,0,0,0,0,4.49E-08
7.00E-07,4088,1,0,0,0,0,0,0,0,4.49E-08
6.00E-07,3504,1,0,0,0,0,0,0,0,4.49E-08
5.00E-07,2920,1,0,0,0,0,0,0,0,4.49E-08
4.00E-07,2336,1,0,0,0,0,0,0,0,4.49E-08
3.00E-07,1752,1,0,0,0,0,0,0,0,4.49E-08
2.00E-07,1168,1,0,0,0,0,0,0,0,4.49E-08
1.00E-07,584,1,0,0,0,0,0,0,0,4.49E-08
9.00E-08,525.6,1,0,0,0,0,0,0,0,4.49E-08
8.00E-08,467.2,1,0,0,0,0,0,0,0,4.49E-08
7.00E-08,408.8,1,0,0,0,0,0,0,0,4.49E-08
6.00E-08,350.4,1,0,0,0,0,0,0,0,4.49E-08
5.00E-08,292,1,0,0,0,0,0,0,0,4.49E-08
4.00E-08,233.6,1,0,0,0,0,0,0,0,4.49E-08
3.00E-08,175.2,1,0,0,0,0,0,0,0,4.49E-08
2.00E-08,116.8,1,0,0,0,0,0,0,0,4.49E-08
1.00E-08,58.4,1,0,0,0,0,0,0,0,4.49E-08
9.00E-09,52.56,1,0,0,0,0,0,0,0,4.49E-08
8.00E-09,46.72,1,0,0,0,0,0,0,0,4.49E-08
7.00E-09,40.88,1,0,0,0,0,0,0,0,4.49E-08
6.00E-09,35.04,1,0,0,0,0,0,0,0,4.49E-08
5.00E-09,29.2,1,0,0,0,0,0,0,0,4.49E-08
4.00E-09,23.36,1,0,0,0,0,0,0,0,4.49E-08
3.00E-09,17.52,1,0,0,0,0,0,0,0,4.49E-08
2.00E-09,11.68,1,0,0,0,0,0,0,0,4.49E-08
1.00E-09,5.84,1,0,0,0,0,0,0,0,4.49E-08
0.9,5256000000,1,0,0,0,0,0,0,0,4.47E-08
0.8,4672000000,1,0,0,0,0,0,0,0,4.47E-08
0.7,4088000000,1,0,0,0,0,0,0,0,4.47E-08
0.6,3504000000,1,0,0,0,0,0,0,0,4.47E-08
0.5,2920000000,1,0,0,0,0,0,0,0,4.47E-08
0.4,2336000000,1,0,0,0,0,0,0,0,4.47E-08
0.3,1752000000,1,0,0,0,0,0,0,0,4.47E-08
0.2,1168000000,1,0,0,0,0,0,0,0,4.47E-08
0.1,584000000,1,0,0,0,0,0,0,0,4.47E-08
0.09,525600000,1,0,0,0,0,0,0,0,4.47E-08
0.08,467200000,1,0,0,0,0,0,0,0,4.47E-08
0.07,408800000,1,0,0,0,0,0,0,0,4.47E-08
0.06,350400000,1,0,0,0,0,0,0,0,4.47E-08
0.05,292000000,1,0,0,0,0,0,0,0,4.47E-08
0.04,233600000,1,0,0,0,0,0,0,0,4.47E-08
0.03,175200000,1,0,0,0,0,0,0,0,4.47E-08
0.02,116800000,1,0,0,0,0,0,0,0,4.47E-08
0.01,58400000,1,0,0,0,0,0,0,0,4.47E-08
0.009,52560000,1,0,0,0,0,0,0,0,4.47E-08
0.008,46720000,1,0,0,0,0,0,0,0,4.47E-08
0.007,40880000,1,0,0,0,0,0,0,0,4.47E-08
0.006,35040000,1,0,0,0,0,0,0,0,4.47E-08
0.005,29200000,1,0,0,0,0,0,0,0,4.47E-08
0.004,23360000,1,0,0,0,0,0,0,0,4.47E-08
0.003,17520000,1,0,0,0,0,0,0,0,4.47E-08
0.002,11680000,1,0,0,0,0,0,0,0,4.47E-08
0.001,5840000,1,0,0,0,0,0,0,0,4.47E-08
0.0009,5256000,1,0,0,0,0,0,0,0,4.47E-08
0.0008,4672000,1,0,0,0,0,0,0,0,4.47E-08
0.0007,4088000,1,0,0,0,0,0,0,0,4.47E-08
0.0006,3504000,1,0,0,0,0,0,0,0,4.47E-08
0.0005,2920000,1,0,0,0,0,0,0,0,4.47E-08
0.0004,2336000,1,0,0,0,0,0,0,0,4.47E-08
0.0003,1752000,1,0,0,0,0,0,0,0,4.47E-08
0.0002,1168000,1,0,0,0,0,0,0,0,4.47E-08
0.0001,584000,1,0,0,0,0,0,0,0,4.47E-08
9.00E-05,525600,1,0,0,0,0,0,0,0,4.47E-08
8.00E-05,467200,1,0,0,0,0,0,0,0,4.47E-08
7.00E-05,408800,1,0,0,0,0,0,0,0,4.47E-08
6.00E-05,350400,1,0,0,0,0,0,0,0,4.47E-08
5.00E-05,292000,1,0,0,0,0,0,0,0,4.47E-08
4.00E-05,233600,1,0,0,0,0,0,0,0,4.47E-08
3.00E-05,175200,1,0,0,0,0,0,0,0,4.47E-08
2.00E-05,116800,1,0,0,0,0,0,0,0,4.47E-08
1.00E-05,58400,1,0,0,0,0,0,0,0,4.47E-08
9.00E-06,52560,1,0,0,0,0,0,0,0,4.47E-08
8.00E-06,46720,1,0,0,0,0,0,0,0,4.47E-08
7.00E-06,40880,1,0,0,0,0,0,0,0,4.47E-08
6.00E-06,35040,1,0,0,0,0,0,0,0,4.47E-08
5.00E-06,29200,1,0,0,0,0,0,0,0,4.47E-08
4.00E-06,23360,1,0,0,0,0,0,0,0,4.47E-08
3.00E-06,17520,1,0,0,0,0,0,0,0,4.47E-08
2.00E-06,11680,1,0,0,0,0,0,0,0,4.47E-08
1.00E-06,5840,1,0,0,0,0,0,0,0,4.47E-08
9.00E-07,5256,1,0,0,0,0,0,0,0,4.47E-08
8.00E-07,4672,1,0,0,0,0,0,0,0,4.47E-08
7.00E-07,4088,1,0,0,0,0,0,0,0,4.47E-08
6.00E-07,3504,1,0,0,0,0,0,0,0,4.47E-08
5.00E-07,2920,1,0,0,0,0,0,0,0,4.47E-08
4.00E-07,2336,1,0,0,0,0,0,0,0,4.47E-08
3.00E-07,1752,1,0,0,0,0,0,0,0,4.47E-08
2.00E-07,1168,1,0,0,0,0,0,0,0,4.47E-08
1.00E-07,584,1,0,0,0,0,0,0,0,4.47E-08
9.00E-08,525.6,1,0,0,0,0,0,0,0,4.47E-08
8.00E-08,467.2,1,0,0,0,0,0,0,0,4.47E-08
7.00E-08,408.8,1,0,0,0,0,0,0,0,4.47E-08
6.00E-08,350.4,1,0,0,0,0,0,0,0,4.47E-08
5.00E-08,292,1,0,0,0,0,0,0,0,4.47E-08
4.00E-08,233.6,1,0,0,0,0,0,0,0,4.47E-08
3.00E-08,175.2,1,0,0,0,0,0,0,0,4.47E-08
2.00E-08,116.8,1,0,0,0,0,0,0,0,4.47E-08
1.00E-08,58.4,1,0,0,0,0,0,0,0,4.47E-08
9.00E-09,52.56,1,0,0,0,0,0,0,0,4.47E-08
8.00E-09,46.72,1,0,0,0,0,0,0,0,4.47E-08
7.00E-09,40.88,1,0,0,0,0,0,0,0,4.47E-08
6.00E-09,35.04,1,0,0,0,0,0,0,0,4.47E-08
5.00E-09,29.2,1,0,0,0,0,0,0,0,4.47E-08
4.00E-09,23.36,1,0,0,0,0,0,0,0,4.47E-08
3.00E-09,17.52,1,0,0,0,0,0,0,0,4.47E-08
2.00E-09,11.68,1,0,0,0,0,0,0,0,4.47E-08
1.00E-09,5.84,1,0,0,0,0,0,0,0,4.47E-08
0.9,5256000000,1,0,0,0,0,0,0,0,4.45E-08
0.8,4672000000,1,0,0,0,0,0,0,0,4.45E-08
0.7,4088000000,1,0,0,0,0,0,0,0,4.45E-08
0.6,3504000000,1,0,0,0,0,0,0,0,4.45E-08
0.5,2920000000,1,0,0,0,0,0,0,0,4.45E-08
0.4,2336000000,1,0,0,0,0,0,0,0,4.45E-08
0.3,1752000000,1,0,0,0,0,0,0,0,4.45E-08
0.2,1168000000,1,0,0,0,0,0,0,0,4.45E-08
0.1,584000000,1,0,0,0,0,0,0,0,4.45E-08
0.09,525600000,1,0,0,0,0,0,0,0,4.45E-08
0.08,467200000,1,0,0,0,0,0,0,0,4.45E-08
0.07,408800000,1,0,0,0,0,0,0,0,4.45E-08
0.06,350400000,1,0,0,0,0,0,0,0,4.45E-08
0.05,292000000,1,0,0,0,0,0,0,0,4.45E-08
0.04,233600000,1,0,0,0,0,0,0,0,4.45E-08
0.03,175200000,1,0,0,0,0,0,0,0,4.45E-08
0.02,116800000,1,0,0,0,0,0,0,0,4.45E-08
0.01,58400000,1,0,0,0,0,0,0,0,4.45E-08
0.009,52560000,1,0,0,0,0,0,0,0,4.45E-08
0.008,46720000,1,0,0,0,0,0,0,0,4.45E-08
0.007,40880000,1,0,0,0,0,0,0,0,4.45E-08
0.006,35040000,1,0,0,0,0,0,0,0,4.45E-08
0.005,29200000,1,0,0,0,0,0,0,0,4.45E-08
0.004,23360000,1,0,0,0,0,0,0,0,4.45E-08
0.003,17520000,1,0,0,0,0,0,0,0,4.45E-08
0.002,11680000,1,0,0,0,0,0,0,0,4.45E-08
0.001,5840000,1,0,0,0,0,0,0,0,4.45E-08
0.0009,5256000,1,0,0,0,0,0,0,0,4.45E-08
0.0008,4672000,1,0,0,0,0,0,0,0,4.45E-08
0.0007,4088000,1,0,0,0,0,0,0,0,4.45E-08
0.0006,3504000,1,0,0,0,0,0,0,0,4.45E-08
0.0005,2920000,1,0,0,0,0,0,0,0,4.45E-08
0.0004,2336000,1,0,0,0,0,0,0,0,4.45E-08
0.0003,1752000,1,0,0,0,0,0,0,0,4.45E-08
0.0002,1168000,1,0,0,0,0,0,0,0,4.45E-08
0.0001,584000,1,0,0,0,0,0,0,0,4.45E-08
9.00E-05,525600,1,0,0,0,0,0,0,0,4.45E-08
8.00E-05,467200,1,0,0,0,0,0,0,0,4.45E-08
7.00E-05,408800,1,0,0,0,0,0,0,0,4.45E-08
6.00E-05,350400,1,0,0,0,0,0,0,0,4.45E-08
5.00E-05,292000,1,0,0,0,0,0,0,0,4.45E-08
4.00E-05,233600,1,0,0,0,0,0,0,0,4.45E-08
3.00E-05,175200,1,0,0,0,0,0,0,0,4.45E-08
2.00E-05,116800,1,0,0,0,0,0,0,0,4.45E-08
1.00E-05,58400,1,0,0,0,0,0,0,0,4.45E-08
9.00E-06,52560,1,0,0,0,0,0,0,0,4.45E-08
8.00E-06,46720,1,0,0,0,0,0,0,0,4.45E-08
7.00E-06,40880,1,0,0,0,0,0,0,0,4.45E-08
6.00E-06,35040,1,0,0,0,0,0,0,0,4.45E-08
5.00E-06,29200,1,0,0,0,0,0,0,0,4.45E-08
4.00E-06,23360,1,0,0,0,0,0,0,0,4.45E-08
3.00E-06,17520,1,0,0,0,0,0,0,0,4.45E-08
2.00E-06,11680,1,0,0,0,0,0,0,0,4.45E-08
1.00E-06,5840,1,0,0,0,0,0,0,0,4.45E-08
9.00E-07,5256,1,0,0,0,0,0,0,0,4.45E-08
8.00E-07,4672,1,0,0,0,0,0,0,0,4.45E-08
7.00E-07,4088,1,0,0,0,0,0,0,0,4.45E-08
6.00E-07,3504,1,0,0,0,0,0,0,0,4.45E-08
5.00E-07,2920,1,0,0,0,0,0,0,0,4.45E-08
4.00E-07,2336,1,0,0,0,0,0,0,0,4.45E-08
3.00E-07,1752,1,0,0,0,0,0,0,0,4.45E-08
2.00E-07,1168,1,0,0,0,0,0,0,0,4.45E-08
1.00E-07,584,1,0,0,0,0,0,0,0,4.45E-08
9.00E-08,525.6,1,0,0,0,0,0,0,0,4.45E-08
8.00E-08,467.2,1,0,0,0,0,0,0,0,4.45E-08
7.00E-08,408.8,1,0,0,0,0,0,0,0,4.45E-08
6.00E-08,350.4,1,0,0,0,0,0,0,0,4.45E-08
5.00E-08,292,1,0,0,0,0,0,0,0,4.45E-08
4.00E-08,233.6,1,0,0,0,0,0,0,0,4.45E-08
3.00E-08,175.2,1,0,0,0,0,0,0,0,4.45E-08
2.00E-08,116.8,1,0,0,0,0,0,0,0,4.45E-08
1.00E-08,58.4,1,0,0,0,0,0,0,0,4.45E-08
9.00E-09,52.56,1,0,0,0,0,0,0,0,4.45E-08
8.00E-09,46.72,1,0,0,0,0,0,0,0,4.45E-08
7.00E-09,40.88,1,0,0,0,0,0,0,0,4.45E-08
6.00E-09,35.04,1,0,0,0,0,0,0,0,4.45E-08
5.00E-09,29.2,1,0,0,0,0,0,0,0,4.45E-08
4.00E-09,23.36,1,0,0,0,0,0,0,0,4.45E-08
3.00E-09,17.52,1,0,0,0,0,0,0,0,4.45E-08
2.00E-09,11.68,1,0,0,0,0,0,0,0,4.45E-08
1.00E-09,5.84,1,0,0,0,0,0,0,0,4.45E-08
0.9,5256000000,1,0,0,0,0,0,0,0,4.43E-08
0.8,4672000000,1,0,0,0,0,0,0,0,4.43E-08
0.7,4088000000,1,0,0,0,0,0,0,0,4.43E-08
0.6,3504000000,1,0,0,0,0,0,0,0,4.43E-08
0.5,2920000000,1,0,0,0,0,0,0,0,4.43E-08
0.4,2336000000,1,0,0,0,0,0,0,0,4.43E-08
0.3,1752000000,1,0,0,0,0,0,0,0,4.43E-08
0.2,1168000000,1,0,0,0,0,0,0,0,4.43E-08
0.1,584000000,1,0,0,0,0,0,0,0,4.43E-08
0.09,525600000,1,0,0,0,0,0,0,0,4.43E-08
0.08,467200000,1,0,0,0,0,0,0,0,4.43E-08
0.07,408800000,1,0,0,0,0,0,0,0,4.43E-08
0.06,350400000,1,0,0,0,0,0,0,0,4.43E-08
0.05,292000000,1,0,0,0,0,0,0,0,4.43E-08
0.04,233600000,1,0,0,0,0,0,0,0,4.43E-08
0.03,175200000,1,0,0,0,0,0,0,0,4.43E-08
0.02,116800000,1,0,0,0,0,0,0,0,4.43E-08
0.01,58400000,1,0,0,0,0,0,0,0,4.43E-08
0.009,52560000,1,0,0,0,0,0,0,0,4.43E-08
0.008,46720000,1,0,0,0,0,0,0,0,4.43E-08
0.007,40880000,1,0,0,0,0,0,0,0,4.43E-08
0.006,35040000,1,0,0,0,0,0,0,0,4.43E-08
0.005,29200000,1,0,0,0,0,0,0,0,4.43E-08
0.004,23360000,1,0,0,0,0,0,0,0,4.43E-08
0.003,17520000,1,0,0,0,0,0,0,0,4.43E-08
0.002,11680000,1,0,0,0,0,0,0,0,4.43E-08
0.001,5840000,1,0,0,0,0,0,0,0,4.43E-08
0.0009,5256000,1,0,0,0,0,0,0,0,4.43E-08
0.0008,4672000,1,0,0,0,0,0,0,0,4.43E-08
0.0007,4088000,1,0,0,0,0,0,0,0,4.43E-08
0.0006,3504000,1,0,0,0,0,0,0,0,4.43E-08
0.0005,2920000,1,0,0,0,0,0,0,0,4.43E-08
0.0004,2336000,1,0,0,0,0,0,0,0,4.43E-08
0.0003,1752000,1,0,0,0,0,0,0,0,4.43E-08
0.0002,1168000,1,0,0,0,0,0,0,0,4.43E-08
0.0001,584000,1,0,0,0,0,0,0,0,4.43E-08
9.00E-05,525600,1,0,0,0,0,0,0,0,4.43E-08
8.00E-05,467200,1,0,0,0,0,0,0,0,4.43E-08
7.00E-05,408800,1,0,0,0,0,0,0,0,4.43E-08
6.00E-05,350400,1,0,0,0,0,0,0,0,4.43E-08
5.00E-05,292000,1,0,0,0,0,0,0,0,4.43E-08
4.00E-05,233600,1,0,0,0,0,0,0,0,4.43E-08
3.00E-05,175200,1,0,0,0,0,0,0,0,4.43E-08
2.00E-05,116800,1,0,0,0,0,0,0,0,4.43E-08
1.00E-05,58400,1,0,0,0,0,0,0,0,4.43E-08
9.00E-06,52560,1,0,0,0,0,0,0,0,4.43E-08
8.00E-06,46720,1,0,0,0,0,0,0,0,4.43E-08
7.00E-06,40880,1,0,0,0,0,0,0,0,4.43E-08
6.00E-06,35040,1,0,0,0,0,0,0,0,4.43E-08
5.00E-06,29200,1,0,0,0,0,0,0,0,4.43E-08
4.00E-06,23360,1,0,0,0,0,0,0,0,4.43E-08
3.00E-06,17520,1,0,0,0,0,0,0,0,4.43E-08
2.00E-06,11680,1,0,0,0,0,0,0,0,4.43E-08
1.00E-06,5840,1,0,0,0,0,0,0,0,4.43E-08
9.00E-07,5256,1,0,0,0,0,0,0,0,4.43E-08
8.00E-07,4672,1,0,0,0,0,0,0,0,4.43E-08
7.00E-07,4088,1,0,0,0,0,0,0,0,4.43E-08
6.00E-07,3504,1,0,0,0,0,0,0,0,4.43E-08
5.00E-07,2920,1,0,0,0,0,0,0,0,4.43E-08
4.00E-07,2336,1,0,0,0,0,0,0,0,4.43E-08
3.00E-07,1752,1,0,0,0,0,0,0,0,4.43E-08
2.00E-07,1168,1,0,0,0,0,0,0,0,4.43E-08
1.00E-07,584,1,0,0,0,0,0,0,0,4.43E-08
9.00E-08,525.6,1,0,0,0,0,0,0,0,4.43E-08
8.00E-08,467.2,1,0,0,0,0,0,0,0,4.43E-08
