relerr,RequestedTol,bp_0,bp_1,bp_2,bp_3,bp_4,maxvalue,minvalue,avgvalue,maxerror
0.9,5256000000,7,7,6,5,4,2922251300,-2922251300,-0.00814,286968700
0.8,4672000000,9,9,6,5,4,2922251300,-2922251300,-0.00814,293248200
0.7,4088000000,9,9,7,5,4,2922251300,-2922251300,-0.00814,246678200
0.6,3504000000,10,9,8,5,4,2922251300,-2922251300,-0.00814,243667580
0.5,2920000000,10,9,8,6,4,2922251300,-2922251300,-0.00814,211377220
0.4,2336000000,13,12,11,6,4,2922251300,-2922251300,-0.00814,209637440
0.3,1752000000,13,13,11,8,4,2922251300,-2922251300,-0.00814,189462340
0.2,1168000000,13,13,11,8,5,2922251300,-2922251300,-0.00814,105846340
0.1,584000000,14,14,12,8,7,2922251300,-2922251300,-0.00814,33366796
0.09,525600000,14,14,12,8,7,2922251300,-2922251300,-0.00814,33366796
0.08,467200000,14,14,12,8,7,2922251300,-2922251300,-0.00814,33366796
0.07,408800000,14,14,12,8,7,2922251300,-2922251300,-0.00814,33366796
0.06,350400000,14,14,12,9,7,2922251300,-2922251300,-0.00814,28634848
0.05,292000000,16,15,14,9,7,2922251300,-2922251300,-0.00814,28231616
0.04,233600000,16,16,14,11,7,2922251300,-2922251300,-0.00814,26544320
0.03,175200000,16,16,14,11,8,2922251300,-2922251300,-0.00814,13391024
0.02,116800000,20,19,18,11,8,2922251300,-2922251300,-0.00814,13444592
0.01,58400000,20,19,18,13,9,2922251300,-2922251300,-0.00814,6412376
0.009,52560000,21,21,19,13,9,2922251300,-2922251300,-0.00814,6420880
0.008,46720000,24,24,22,19,9,2922251300,-2922251300,-0.00814,6462484
0.007,40880000,24,24,22,19,10,2922251300,-2922251300,-0.00814,3096570
0.006,35040000,24,24,22,19,10,2922251300,-2922251300,-0.00814,3096570
0.005,29200000,24,24,22,19,10,2922251300,-2922251300,-0.00814,3096570
0.004,23360000,27,26,25,19,10,2922251300,-2922251300,-0.00814,3096647.5
0.003,17520000,27,26,25,19,11,2922251300,-2922251300,-0.00814,1689530.4
0.002,11680000,27,26,25,21,11,2922251300,-2922251300,-0.00814,1691166.1
0.001,5840000,27,26,25,21,13,2922251300,-2922251300,-0.00814,411832
0.0009,5256000,27,26,25,21,13,2922251300,-2922251300,-0.00814,411832
0.0008,4672000,27,26,25,21,13,2922251300,-2922251300,-0.00814,411832
0.0007,4088000,27,26,25,21,13,2922251300,-2922251300,-0.00814,411832
0.0006,3504000,27,26,25,21,13,2922251300,-2922251300,-0.00814,411832
0.0005,2920000,28,28,26,23,13,2922251300,-2922251300,-0.00814,412616
0.0004,2336000,28,28,26,23,14,2922251300,-2922251300,-0.00814,191672
0.0003,1752000,28,28,26,23,14,2922251300,-2922251300,-0.00814,191672
0.0002,1168000,28,28,26,23,15,2922251300,-2922251300,-0.00814,91712
0.0001,584000,28,28,26,23,16,2922251300,-2922251300,-0.00814,50913.5
9.00E-05,525600,28,28,26,23,16,2922251300,-2922251300,-0.00814,50913.5
8.00E-05,467200,28,28,26,23,16,2922251300,-2922251300,-0.00814,50913.5
7.00E-05,408800,28,28,26,23,16,2922251300,-2922251300,-0.00814,50913.5
6.00E-05,350400,28,28,26,23,17,2922251300,-2922251300,-0.00814,24678
5.00E-05,292000,28,28,26,23,17,2922251300,-2922251300,-0.00814,24678
4.00E-05,233600,28,28,26,23,17,2922251300,-2922251300,-0.00814,24678
3.00E-05,175200,28,28,26,23,18,2922251300,-2922251300,-0.00814,12206
2.00E-05,116800,28,28,26,23,18,2922251300,-2922251300,-0.00814,12206
1.00E-05,58400,28,28,26,23,19,2922251300,-2922251300,-0.00814,6322
9.00E-06,52560,32,32,26,23,19,2922251300,-2922251300,-0.00814,6318
8.00E-06,46720,32,32,29,26,19,2922251300,-2922251300,-0.00814,6232
7.00E-06,40880,32,32,29,26,20,2922251300,-2922251300,-0.00814,3080.125
6.00E-06,35040,32,32,29,26,20,2922251300,-2922251300,-0.00814,3080.125
5.00E-06,29200,32,32,29,26,20,2922251300,-2922251300,-0.00814,3080.125
4.00E-06,23360,32,32,30,27,20,2922251300,-2922251300,-0.00814,3090.25
3.00E-06,17520,32,32,30,27,21,2922251300,-2922251300,-0.00814,1792
2.00E-06,11680,32,32,31,28,21,2922251300,-2922251300,-0.00814,1792
1.00E-06,5840,32,32,31,28,23,2922251300,-2922251300,-0.00814,1024
9.00E-07,5256,32,32,31,28,23,2922251300,-2922251300,-0.00814,1024
8.00E-07,4672,32,32,31,28,23,2922251300,-2922251300,-0.00814,1024
7.00E-07,4088,32,32,31,28,23,2922251300,-2922251300,-0.00814,1024
6.00E-07,3504,32,32,31,28,23,2922251300,-2922251300,-0.00814,1024
5.00E-07,2920,32,32,32,31,23,2922251300,-2922251300,-0.00814,1024
4.00E-07,2336,32,32,32,31,24,2922251300,-2922251300,-0.00814,1024
3.00E-07,1752,32,32,32,31,24,2922251300,-2922251300,-0.00814,1024
2.00E-07,1168,32,32,32,31,25,2922251300,-2922251300,-0.00814,1024
1.00E-07,584,32,32,32,31,26,2922251300,-2922251300,-0.00814,1024
9.00E-08,525.6,32,32,32,31,26,2922251300,-2922251300,-0.00814,1024
8.00E-08,467.2,32,32,32,31,26,2922251300,-2922251300,-0.00814,1024
7.00E-08,408.8,32,32,32,31,26,2922251300,-2922251300,-0.00814,1024
6.00E-08,350.4,32,32,32,31,27,2922251300,-2922251300,-0.00814,1024
5.00E-08,292,32,32,32,31,27,2922251300,-2922251300,-0.00814,1024
4.00E-08,233.6,32,32,32,31,27,2922251300,-2922251300,-0.00814,1024
3.00E-08,175.2,32,32,32,31,28,2922251300,-2922251300,-0.00814,1024
2.00E-08,116.8,32,32,32,31,28,2922251300,-2922251300,-0.00814,1024
1.00E-08,58.4,32,32,32,32,31,2922251300,-2922251300,-0.00814,1024
9.00E-09,52.56,32,32,32,32,31,2922251300,-2922251300,-0.00814,1024
8.00E-09,46.72,32,32,32,32,31,2922251300,-2922251300,-0.00814,1024
7.00E-09,40.88,32,32,32,32,31,2922251300,-2922251300,-0.00814,1024
6.00E-09,35.04,32,32,32,32,31,2922251300,-2922251300,-0.00814,1024
5.00E-09,29.2,32,32,32,32,31,2922251300,-2922251300,-0.00814,1024
4.00E-09,23.36,32,32,32,32,31,2922251300,-2922251300,-0.00814,1024
3.00E-09,17.52,32,32,32,32,31,2922251300,-2922251300,-0.00814,1024
2.00E-09,11.68,32,32,32,32,31,2922251300,-2922251300,-0.00814,1024
1.00E-09,5.84,32,32,32,32,32,2922251300,-2922251300,-0.00814,1024
0.9,5256000000,8,6,4,0,0,175891710,-175891710,0.020534,105891300
0.8,4672000000,10,8,6,0,0,175891710,-175891710,0.020534,101813570
0.7,4088000000,10,8,6,2,0,175891710,-175891710,0.020534,181643680
0.6,3504000000,10,8,6,2,0,175891710,-175891710,0.020534,181643680
0.5,2920000000,10,8,6,2,0,175891710,-175891710,0.020534,181643680
0.4,2336000000,10,8,6,3,0,175891710,-175891710,0.020534,108451610
0.3,1752000000,10,8,6,4,0,175891710,-175891710,0.020534,57488080
0.2,1168000000,15,12,10,7,0,175891710,-175891710,0.020534,36206110
0.1,584000000,15,12,10,7,2,175891710,-175891710,0.020534,50786224
0.09,525600000,15,12,10,7,2,175891710,-175891710,0.020534,50786224
0.08,467200000,15,12,10,7,2,175891710,-175891710,0.020534,50786224
0.07,408800000,15,13,10,8,2,175891710,-175891710,0.020534,49642404
0.06,350400000,15,13,10,8,3,175891710,-175891710,0.020534,27871320
0.05,292000000,15,13,10,8,3,175891710,-175891710,0.020534,27871320
0.04,233600000,15,13,10,8,3,175891710,-175891710,0.020534,27871320
0.03,175200000,15,13,10,8,4,175891710,-175891710,0.020534,13605880
0.02,116800000,19,16,14,8,4,175891710,-175891710,0.020534,13527696
0.01,58400000,19,16,14,10,5,175891710,-175891710,0.020534,6391776
0.009,52560000,20,18,15,10,5,175891710,-175891710,0.020534,6386720
0.008,46720000,23,21,18,16,5,175891710,-175891710,0.020534,6275270.5
0.007,40880000,23,21,18,16,6,175891710,-175891710,0.020534,3293176
0.006,35040000,23,21,18,16,6,175891710,-175891710,0.020534,3293176
0.005,29200000,23,21,18,16,6,175891710,-175891710,0.020534,3293176
0.004,23360000,26,23,21,16,6,175891710,-175891710,0.020534,3293032
0.003,17520000,26,23,21,16,7,175891710,-175891710,0.020534,1549248.5
0.002,11680000,26,23,21,18,7,175891710,-175891710,0.020534,1553816.5
0.001,5840000,26,23,21,18,9,175891710,-175891710,0.020534,409738.5
0.0009,5256000,26,23,21,18,9,175891710,-175891710,0.020534,409738.5
0.0008,4672000,26,23,21,18,9,175891710,-175891710,0.020534,409738.5
0.0007,4088000,26,23,21,18,9,175891710,-175891710,0.020534,409738.5
0.0006,3504000,26,23,21,18,9,175891710,-175891710,0.020534,409738.5
0.0005,2920000,27,25,22,20,9,175891710,-175891710,0.020534,408646.75
0.0004,2336000,27,25,22,20,10,175891710,-175891710,0.020534,203290.5
0.0003,1752000,27,25,22,20,10,175891710,-175891710,0.020534,203290.5
0.0002,1168000,27,25,22,20,11,175891710,-175891710,0.020534,103578.31
0.0001,584000,27,25,22,20,12,175891710,-175891710,0.020534,54454.25
9.00E-05,525600,27,25,22,20,12,175891710,-175891710,0.020534,54454.25
8.00E-05,467200,27,25,22,20,12,175891710,-175891710,0.020534,54454.25
7.00E-05,408800,27,25,22,20,12,175891710,-175891710,0.020534,54454.25
6.00E-05,350400,27,25,22,20,13,175891710,-175891710,0.020534,28048
5.00E-05,292000,27,25,22,20,13,175891710,-175891710,0.020534,28048
4.00E-05,233600,27,25,22,20,13,175891710,-175891710,0.020534,28048
3.00E-05,175200,27,25,22,20,14,175891710,-175891710,0.020534,12971.25
2.00E-05,116800,27,25,22,20,14,175891710,-175891710,0.020534,12971.25
1.00E-05,58400,27,25,22,20,15,175891710,-175891710,0.020534,6488
9.00E-06,52560,31,29,22,20,15,175891710,-175891710,0.020534,6499
8.00E-06,46720,31,29,25,23,15,175891710,-175891710,0.020534,6320
7.00E-06,40880,31,29,25,23,16,175891710,-175891710,0.020534,3142
6.00E-06,35040,31,29,25,23,16,175891710,-175891710,0.020534,3142
5.00E-06,29200,31,29,25,23,16,175891710,-175891710,0.020534,3142
4.00E-06,23360,31,29,26,24,16,175891710,-175891710,0.020534,3121
3.00E-06,17520,31,29,26,24,17,175891710,-175891710,0.020534,1580
2.00E-06,11680,32,30,27,25,17,175891710,-175891710,0.020534,1592
1.00E-06,5840,32,30,27,25,19,175891710,-175891710,0.020534,393.25
9.00E-07,5256,32,30,27,25,19,175891710,-175891710,0.020534,393.25
8.00E-07,4672,32,30,27,25,19,175891710,-175891710,0.020534,393.25
7.00E-07,4088,32,30,27,25,19,175891710,-175891710,0.020534,393.25
6.00E-07,3504,32,30,27,25,19,175891710,-175891710,0.020534,393.25
5.00E-07,2920,32,32,29,27,19,175891710,-175891710,0.020534,392
4.00E-07,2336,32,32,29,27,20,175891710,-175891710,0.020534,221.75
3.00E-07,1752,32,32,29,27,20,175891710,-175891710,0.020534,221.75
2.00E-07,1168,32,32,29,27,21,175891710,-175891710,0.020534,136
1.00E-07,584,32,32,29,27,22,175891710,-175891710,0.020534,112
9.00E-08,525.6,32,32,29,27,22,175891710,-175891710,0.020534,112
8.00E-08,467.2,32,32,29,27,22,175891710,-175891710,0.020534,112
7.00E-08,408.8,32,32,30,27,22,175891710,-175891710,0.020534,112
6.00E-08,350.4,32,32,30,27,23,175891710,-175891710,0.020534,112
5.00E-08,292,32,32,30,27,23,175891710,-175891710,0.020534,112
4.00E-08,233.6,32,32,30,27,23,175891710,-175891710,0.020534,112
3.00E-08,175.2,32,32,31,28,24,175891710,-175891710,0.020534,112
2.00E-08,116.8,32,32,31,28,24,175891710,-175891710,0.020534,112
1.00E-08,58.4,32,32,32,30,25,175891710,-175891710,0.020534,112
9.00E-09,52.56,32,32,32,30,25,175891710,-175891710,0.020534,112
8.00E-09,46.72,32,32,32,32,25,175891710,-175891710,0.020534,112
7.00E-09,40.88,32,32,32,32,26,175891710,-175891710,0.020534,112
6.00E-09,35.04,32,32,32,32,26,175891710,-175891710,0.020534,112
5.00E-09,29.2,32,32,32,32,26,175891710,-175891710,0.020534,112
4.00E-09,23.36,32,32,32,32,26,175891710,-175891710,0.020534,112
3.00E-09,17.52,32,32,32,32,27,175891710,-175891710,0.020534,112
2.00E-09,11.68,32,32,32,32,27,175891710,-175891710,0.020534,112
1.00E-09,5.84,32,32,32,32,32,175891710,-175891710,0.020534,112
0.9,5256000000,4,3,2,0,0,124305860,-124305860,0.000579,215491310
0.8,4672000000,6,3,2,0,0,124305860,-124305860,0.000579,208806640
0.7,4088000000,7,5,2,0,0,124305860,-124305860,0.000579,196791300
0.6,3504000000,7,5,3,0,0,124305860,-124305860,0.000579,121780780
0.5,2920000000,7,6,4,0,0,124305860,-124305860,0.000579,70835380
0.4,2336000000,7,6,4,2,0,124305860,-124305860,0.000579,102628080
0.3,1752000000,8,7,5,2,0,124305860,-124305860,0.000579,100289970
0.2,1168000000,9,8,6,3,0,124305860,-124305860,0.000579,56086984
0.1,584000000,11,9,7,4,2,124305860,-124305860,0.000579,37358380
0.09,525600000,11,9,7,4,2,124305860,-124305860,0.000579,37358380
0.08,467200000,11,9,7,4,2,124305860,-124305860,0.000579,37358380
0.07,408800000,12,10,8,4,2,124305860,-124305860,0.000579,35845732
0.06,350400000,12,11,8,5,2,124305860,-124305860,0.000579,29384364
0.05,292000000,14,12,10,5,2,124305860,-124305860,0.000579,28513432
0.04,233600000,14,13,10,7,2,124305860,-124305860,0.000579,26473096
0.03,175200000,14,13,10,7,3,124305860,-124305860,0.000579,12897528
0.02,116800000,18,16,14,7,3,124305860,-124305860,0.000579,13029262
0.01,58400000,18,16,14,9,4,124305860,-124305860,0.000579,6281978.5
0.009,52560000,19,18,15,9,4,124305860,-124305860,0.000579,6286028
0.008,46720000,22,21,18,15,4,124305860,-124305860,0.000579,6297980
0.007,40880000,22,21,18,15,5,124305860,-124305860,0.000579,3187312.5
0.006,35040000,22,21,18,15,5,124305860,-124305860,0.000579,3187312.5
0.005,29200000,22,21,18,15,5,124305860,-124305860,0.000579,3187312.5
0.004,23360000,25,23,21,15,5,124305860,-124305860,0.000579,3187169.5
0.003,17520000,25,23,21,15,6,124305860,-124305860,0.000579,1559756
0.002,11680000,25,23,21,17,6,124305860,-124305860,0.000579,1555536
0.001,5840000,25,23,21,17,8,124305860,-124305860,0.000579,381866
0.0009,5256000,25,23,21,17,8,124305860,-124305860,0.000579,381866
0.0008,4672000,25,23,21,17,8,124305860,-124305860,0.000579,381866
0.0007,4088000,25,23,21,17,8,124305860,-124305860,0.000579,381866
0.0006,3504000,25,23,21,17,8,124305860,-124305860,0.000579,381866
0.0005,2920000,26,25,22,19,8,124305860,-124305860,0.000579,380642.5
0.0004,2336000,26,25,22,19,9,124305860,-124305860,0.000579,195267
0.0003,1752000,26,25,22,19,9,124305860,-124305860,0.000579,195267
0.0002,1168000,26,25,22,19,10,124305860,-124305860,0.000579,105244.5
0.0001,584000,26,25,22,19,11,124305860,-124305860,0.000579,48645
9.00E-05,525600,26,25,22,19,11,124305860,-124305860,0.000579,48645
8.00E-05,467200,26,25,22,19,11,124305860,-124305860,0.000579,48645
7.00E-05,408800,26,25,22,19,11,124305860,-124305860,0.000579,48645
6.00E-05,350400,26,25,22,19,12,124305860,-124305860,0.000579,24125.5
5.00E-05,292000,26,25,22,19,12,124305860,-124305860,0.000579,24125.5
4.00E-05,233600,26,25,22,19,12,124305860,-124305860,0.000579,24125.5
3.00E-05,175200,26,25,22,19,13,124305860,-124305860,0.000579,12856.625
2.00E-05,116800,26,25,22,19,13,124305860,-124305860,0.000579,12856.625
1.00E-05,58400,26,25,22,19,14,124305860,-124305860,0.000579,6389.5
9.00E-06,52560,30,29,22,19,14,124305860,-124305860,0.000579,6387.25
8.00E-06,46720,30,29,25,22,14,124305860,-124305860,0.000579,6188.7812
7.00E-06,40880,30,29,25,22,15,124305860,-124305860,0.000579,3175
6.00E-06,35040,30,29,25,22,15,124305860,-124305860,0.000579,3175
5.00E-06,29200,30,29,25,22,15,124305860,-124305860,0.000579,3175
4.00E-06,23360,30,29,26,23,15,124305860,-124305860,0.000579,3183
3.00E-06,17520,30,29,26,23,16,124305860,-124305860,0.000579,1657.5
2.00E-06,11680,31,30,27,24,16,124305860,-124305860,0.000579,1656.25
1.00E-06,5840,31,30,27,24,18,124305860,-124305860,0.000579,372
9.00E-07,5256,31,30,27,24,18,124305860,-124305860,0.000579,372
8.00E-07,4672,31,30,27,24,18,124305860,-124305860,0.000579,372
7.00E-07,4088,31,30,27,24,18,124305860,-124305860,0.000579,372
6.00E-07,3504,31,30,27,24,18,124305860,-124305860,0.000579,372
5.00E-07,2920,32,32,29,26,18,124305860,-124305860,0.000579,380
4.00E-07,2336,32,32,29,26,19,124305860,-124305860,0.000579,200.875
3.00E-07,1752,32,32,29,26,19,124305860,-124305860,0.000579,200.875
2.00E-07,1168,32,32,29,26,20,124305860,-124305860,0.000579,112
1.00E-07,584,32,32,29,26,21,124305860,-124305860,0.000579,88
9.00E-08,525.6,32,32,29,26,21,124305860,-124305860,0.000579,88
8.00E-08,467.2,32,32,29,26,21,124305860,-124305860,0.000579,88
7.00E-08,408.8,32,32,30,26,21,124305860,-124305860,0.000579,88
6.00E-08,350.4,32,32,30,26,22,124305860,-124305860,0.000579,80
5.00E-08,292,32,32,30,26,22,124305860,-124305860,0.000579,80
4.00E-08,233.6,32,32,30,26,22,124305860,-124305860,0.000579,80
3.00E-08,175.2,32,32,31,27,23,124305860,-124305860,0.000579,72
2.00E-08,116.8,32,32,31,27,23,124305860,-124305860,0.000579,72
1.00E-08,58.4,32,32,32,29,24,124305860,-124305860,0.000579,72
9.00E-09,52.56,32,32,32,29,24,124305860,-124305860,0.000579,72
8.00E-09,46.72,32,32,32,32,24,124305860,-124305860,0.000579,72
7.00E-09,40.88,32,32,32,32,25,124305860,-124305860,0.000579,72
6.00E-09,35.04,32,32,32,32,25,124305860,-124305860,0.000579,72
5.00E-09,29.2,32,32,32,32,25,124305860,-124305860,0.000579,72
4.00E-09,23.36,32,32,32,32,25,124305860,-124305860,0.000579,72
3.00E-09,17.52,32,32,32,32,26,124305860,-124305860,0.000579,72
2.00E-09,11.68,32,32,32,32,26,124305860,-124305860,0.000579,72
1.00E-09,5.84,32,32,32,32,29,124305860,-124305860,0.000579,72
0.9,5256000000,4,3,2,0,0,115635860,-115635860,0.000403,215920320
0.8,4672000000,5,4,2,0,0,115635860,-115635860,0.000403,202395330
0.7,4088000000,10,9,2,0,0,115635860,-115635860,0.000403,201122460
0.6,3504000000,10,9,3,0,0,115635860,-115635860,0.000403,108269480
0.5,2920000000,10,9,5,0,0,115635860,-115635860,0.000403,63127230
0.4,2336000000,10,9,5,2,0,115635860,-115635860,0.000403,107880550
0.3,1752000000,10,9,5,2,0,115635860,-115635860,0.000403,107880550
0.2,1168000000,10,9,6,4,0,115635860,-115635860,0.000403,39498296
0.1,584000000,10,9,7,4,2,115635860,-115635860,0.000403,35594616
0.09,525600000,10,9,7,4,2,115635860,-115635860,0.000403,35594616
0.08,467200000,10,9,7,4,2,115635860,-115635860,0.000403,35594616
0.07,408800000,11,10,8,4,2,115635860,-115635860,0.000403,37292150
0.06,350400000,12,10,8,5,2,115635860,-115635860,0.000403,26926984
0.05,292000000,14,12,10,5,2,115635860,-115635860,0.000403,26647768
0.04,233600000,14,13,10,7,2,115635860,-115635860,0.000403,25994912
0.03,175200000,14,13,10,7,3,115635860,-115635860,0.000403,12914720
0.02,116800000,18,16,14,7,3,115635860,-115635860,0.000403,12944120
0.01,58400000,18,16,14,9,4,115635860,-115635860,0.000403,6745780
0.009,52560000,19,18,15,9,4,115635860,-115635860,0.000403,6745840
0.008,46720000,22,21,18,15,4,115635860,-115635860,0.000403,6613856
0.007,40880000,22,21,18,15,5,115635860,-115635860,0.000403,3133854.5
0.006,35040000,22,21,18,15,5,115635860,-115635860,0.000403,3133854.5
0.005,29200000,22,21,18,15,5,115635860,-115635860,0.000403,3133854.5
0.004,23360000,25,23,21,15,5,115635860,-115635860,0.000403,3134293.5
0.003,17520000,25,23,21,15,6,115635860,-115635860,0.000403,1521840
0.002,11680000,25,23,21,17,6,115635860,-115635860,0.000403,1523392
0.001,5840000,25,23,21,17,8,115635860,-115635860,0.000403,399721.25
0.0009,5256000,25,23,21,17,8,115635860,-115635860,0.000403,399721.25
0.0008,4672000,25,23,21,17,8,115635860,-115635860,0.000403,399721.25
0.0007,4088000,25,23,21,17,8,115635860,-115635860,0.000403,399721.25
0.0006,3504000,25,23,21,17,8,115635860,-115635860,0.000403,399721.25
0.0005,2920000,26,25,22,19,8,115635860,-115635860,0.000403,399426.62
0.0004,2336000,26,25,22,19,9,115635860,-115635860,0.000403,209308.6
0.0003,1752000,26,25,22,19,9,115635860,-115635860,0.000403,209308.6
0.0002,1168000,26,25,22,19,10,115635860,-115635860,0.000403,104247.46
0.0001,584000,26,25,22,19,11,115635860,-115635860,0.000403,52057.375
9.00E-05,525600,26,25,22,19,11,115635860,-115635860,0.000403,52057.375
8.00E-05,467200,26,25,22,19,11,115635860,-115635860,0.000403,52057.375
7.00E-05,408800,26,25,22,19,11,115635860,-115635860,0.000403,52057.375
6.00E-05,350400,26,25,22,19,12,115635860,-115635860,0.000403,24258.5
5.00E-05,292000,26,25,22,19,12,115635860,-115635860,0.000403,24258.5
4.00E-05,233600,26,25,22,19,12,115635860,-115635860,0.000403,24258.5
3.00E-05,175200,26,25,22,19,13,115635860,-115635860,0.000403,11936
2.00E-05,116800,26,25,22,19,13,115635860,-115635860,0.000403,11936
1.00E-05,58400,26,25,22,19,14,115635860,-115635860,0.000403,6601
9.00E-06,52560,30,29,22,19,14,115635860,-115635860,0.000403,6604.75
8.00E-06,46720,30,29,25,22,14,115635860,-115635860,0.000403,6350.25
7.00E-06,40880,30,29,25,22,15,115635860,-115635860,0.000403,3202.5
6.00E-06,35040,30,29,25,22,15,115635860,-115635860,0.000403,3202.5
5.00E-06,29200,30,29,25,22,15,115635860,-115635860,0.000403,3202.5
4.00E-06,23360,30,29,26,23,15,115635860,-115635860,0.000403,3182.875
3.00E-06,17520,30,29,26,23,16,115635860,-115635860,0.000403,1482
2.00E-06,11680,31,30,27,24,16,115635860,-115635860,0.000403,1473.6094
1.00E-06,5840,31,30,27,24,18,115635860,-115635860,0.000403,396
9.00E-07,5256,31,30,27,24,18,115635860,-115635860,0.000403,396
8.00E-07,4672,31,30,27,24,18,115635860,-115635860,0.000403,396
7.00E-07,4088,31,30,27,24,18,115635860,-115635860,0.000403,396
6.00E-07,3504,31,30,27,24,18,115635860,-115635860,0.000403,396
5.00E-07,2920,32,32,29,26,18,115635860,-115635860,0.000403,396
4.00E-07,2336,32,32,29,26,19,115635860,-115635860,0.000403,197.625
3.00E-07,1752,32,32,29,26,19,115635860,-115635860,0.000403,197.625
2.00E-07,1168,32,32,29,26,20,115635860,-115635860,0.000403,105
1.00E-07,584,32,32,29,26,21,115635860,-115635860,0.000403,72
9.00E-08,525.6,32,32,29,26,21,115635860,-115635860,0.000403,72
8.00E-08,467.2,32,32,29,26,21,115635860,-115635860,0.000403,72
7.00E-08,408.8,32,32,30,26,21,115635860,-115635860,0.000403,72
6.00E-08,350.4,32,32,30,26,22,115635860,-115635860,0.000403,64
5.00E-08,292,32,32,30,26,22,115635860,-115635860,0.000403,64
4.00E-08,233.6,32,32,30,26,22,115635860,-115635860,0.000403,64
3.00E-08,175.2,32,32,31,27,23,115635860,-115635860,0.000403,56
2.00E-08,116.8,32,32,31,27,23,115635860,-115635860,0.000403,56
1.00E-08,58.4,32,32,32,29,24,115635860,-115635860,0.000403,56
9.00E-09,52.56,32,32,32,29,24,115635860,-115635860,0.000403,56
8.00E-09,46.72,32,32,32,32,24,115635860,-115635860,0.000403,56
7.00E-09,40.88,32,32,32,32,25,115635860,-115635860,0.000403,56
6.00E-09,35.04,32,32,32,32,25,115635860,-115635860,0.000403,56
5.00E-09,29.2,32,32,32,32,25,115635860,-115635860,0.000403,56
4.00E-09,23.36,32,32,32,32,25,115635860,-115635860,0.000403,56
3.00E-09,17.52,32,32,32,32,26,115635860,-115635860,0.000403,56
2.00E-09,11.68,32,32,32,32,26,115635860,-115635860,0.000403,56
1.00E-09,5.84,32,32,32,32,29,115635860,-115635860,0.000403,56
0.9,5256000000,1,3,2,0,0,106449190,-106449190,0.009291,191542050
0.8,4672000000,4,3,2,0,0,106449190,-106449190,0.009291,196784930
0.7,4088000000,5,5,2,0,0,106449190,-106449190,0.009291,188295260
0.6,3504000000,5,5,3,0,0,106449190,-106449190,0.009291,130916440
0.5,2920000000,5,6,4,0,0,106449190,-106449190,0.009291,80780770
0.4,2336000000,5,6,4,2,0,106449190,-106449190,0.009291,115337040
0.3,1752000000,10,11,4,2,0,106449190,-106449190,0.009291,114045010
0.2,1168000000,10,11,6,3,0,106449190,-106449190,0.009291,51119376
0.1,584000000,10,11,6,4,2,106449190,-106449190,0.009291,32035608
0.09,525600000,10,11,6,4,2,106449190,-106449190,0.009291,32035608
0.08,467200000,11,12,6,4,2,106449190,-106449190,0.009291,31981720
0.07,408800000,11,12,8,4,2,106449190,-106449190,0.009291,31488384
0.06,350400000,11,12,8,5,2,106449190,-106449190,0.009291,28923208
0.05,292000000,11,12,10,5,2,106449190,-106449190,0.009291,28307728
0.04,233600000,12,13,10,7,2,106449190,-106449190,0.009291,25536908
0.03,175200000,12,13,10,7,3,106449190,-106449190,0.009291,12820974
0.02,116800000,16,16,14,7,3,106449190,-106449190,0.009291,12829931
0.01,58400000,16,16,14,8,5,106449190,-106449190,0.009291,3654916
0.009,52560000,16,16,14,8,5,106449190,-106449190,0.009291,3654916
0.008,46720000,16,16,14,8,5,106449190,-106449190,0.009291,3654916
0.007,40880000,16,16,14,8,5,106449190,-106449190,0.009291,3654916
0.006,35040000,18,18,16,8,5,106449190,-106449190,0.009291,3662032
0.005,29200000,18,18,16,9,5,106449190,-106449190,0.009291,3398036
0.004,23360000,21,22,19,16,5,106449190,-106449190,0.009291,3226640
0.003,17520000,21,22,19,16,6,106449190,-106449190,0.009291,1564354
0.002,11680000,24,24,22,16,6,106449190,-106449190,0.009291,1564378
0.001,5840000,24,24,22,16,8,106449190,-106449190,0.009291,384861
0.0009,5256000,24,24,22,16,8,106449190,-106449190,0.009291,384861
0.0008,4672000,24,24,22,16,8,106449190,-106449190,0.009291,384861
0.0007,4088000,24,24,22,16,8,106449190,-106449190,0.009291,384861
0.0006,3504000,24,24,22,16,8,106449190,-106449190,0.009291,384861
0.0005,2920000,24,25,22,19,8,106449190,-106449190,0.009291,385984.5
0.0004,2336000,24,25,22,19,9,106449190,-106449190,0.009291,194815.66
0.0003,1752000,24,25,22,19,9,106449190,-106449190,0.009291,194815.66
0.0002,1168000,24,25,22,19,10,106449190,-106449190,0.009291,102014.5
0.0001,584000,24,25,22,19,11,106449190,-106449190,0.009291,49015.5
9.00E-05,525600,24,25,22,19,11,106449190,-106449190,0.009291,49015.5
8.00E-05,467200,24,25,22,19,11,106449190,-106449190,0.009291,49015.5
7.00E-05,408800,24,25,22,19,11,106449190,-106449190,0.009291,49015.5
6.00E-05,350400,24,25,22,19,12,106449190,-106449190,0.009291,23610.438
5.00E-05,292000,24,25,22,19,12,106449190,-106449190,0.009291,23610.438
4.00E-05,233600,24,25,22,19,12,106449190,-106449190,0.009291,23610.438
3.00E-05,175200,24,25,22,19,13,106449190,-106449190,0.009291,12443.375
2.00E-05,116800,24,25,22,19,13,106449190,-106449190,0.009291,12443.375
1.00E-05,58400,24,25,22,19,14,106449190,-106449190,0.009291,6378.5
